18583.91 -0.00
18580.45 -0.00
18577.00 -0.00
18573.55 -0.00
18570.10 -0.00
18566.65 -0.00
18563.21 -0.00
18559.76 -0.00
18556.32 -0.00
18552.88 -0.00
18549.43 -0.00
18545.99 -0.00
18542.56 -0.00
18539.12 -0.00
18535.68 -0.00
18532.25 -0.00
18528.81 -0.00
18525.38 -0.00
18521.95 -0.00
18518.52 -0.00
18515.09 0.00
18511.66 0.00
18508.24 0.00
18504.81 0.00
18501.39 0.00
18497.97 0.00
18494.54 0.00
18491.12 0.00
18487.71 0.00
18484.29 0.00
18480.87 0.00
18477.46 0.00
18474.04 0.00
18470.63 0.00
18467.22 0.00
18463.81 0.00
18460.40 0.00
18457.00 0.00
18453.59 0.00
18450.18 0.00
18446.78 0.00
18443.38 0.00
18439.98 0.00
18436.58 0.00
18433.18 0.00
18429.78 0.00
18426.39 0.00
18422.99 0.00
18419.60 0.00
18416.21 0.00
18412.82 0.00
18409.43 0.00
18406.04 0.00
18402.65 0.00
18399.26 0.00
18395.88 0.00
18392.50 0.00
18389.11 0.00
18385.73 0.00
18382.35 0.00
18378.97 0.00
18375.60 0.00
18372.22 0.00
18368.85 0.00
18365.47 0.00
18362.10 0.00
18358.73 0.00
18355.36 0.00
18351.99 0.00
18348.62 0.00
18345.26 0.00
18341.89 0.00
18338.53 0.00
18335.17 0.01
18331.81 0.01
18328.45 0.01
18325.09 0.01
18321.73 0.01
18318.37 0.01
18315.02 0.01
18311.66 0.01
18308.31 0.01
18304.96 0.01
18301.61 0.01
18298.26 0.01
18294.91 0.01
18291.57 0.01
18288.22 0.01
18284.88 0.02
18281.54 0.02
18278.19 0.02
18274.85 0.02
18271.51 0.02
18268.18 0.02
18264.84 0.02
18261.50 0.02
18258.17 0.02
18254.84 0.03
18251.51 0.03
18248.18 0.03
18244.85 0.03
18241.52 0.03
18238.19 0.03
18234.87 0.04
18231.54 0.04
18228.22 0.04
18224.90 0.04
18221.57 0.05
18218.25 0.05
18214.94 0.05
18211.62 0.05
18208.30 0.06
18204.99 0.06
18201.67 0.06
18198.36 0.07
18195.05 0.07
18191.74 0.07
18188.43 0.08
18185.12 0.08
18181.82 0.09
18178.51 0.09
18175.21 0.09
18171.91 0.10
18168.60 0.10
18165.30 0.11
18162.01 0.12
18158.71 0.12
18155.41 0.13
18152.11 0.13
18148.82 0.14
18145.53 0.15
18142.24 0.16
18138.94 0.16
18135.65 0.17
18132.37 0.18
18129.08 0.19
18125.79 0.20
18122.51 0.21
18119.22 0.22
18115.94 0.23
18112.66 0.24
18109.38 0.25
18106.10 0.26
18102.82 0.28
18099.55 0.29
18096.27 0.31
18093.00 0.32
18089.73 0.34
18086.45 0.36
18083.18 0.38
18079.91 0.40
18076.64 0.43
18073.38 0.47
18070.11 0.50
18066.85 0.55
18063.58 0.60
18060.32 0.66
18057.06 0.73
18053.80 0.81
18050.54 0.90
18047.28 1.01
18044.03 1.13
18040.77 1.27
18037.52 1.42
18034.27 1.59
18031.01 1.79
18027.76 2.00
18024.51 2.24
18021.27 2.50
18018.02 2.78
18014.77 3.09
18011.53 3.43
18008.28 3.79
18005.04 4.19
18001.80 4.61
17998.56 5.07
17995.32 5.56
17992.08 6.08
17988.85 6.64
17985.61 7.23
17982.38 7.86
17979.14 8.52
17975.91 9.23
17972.68 9.97
17969.45 10.75
17966.22 11.56
17963.00 12.42
17959.77 13.32
17956.55 14.25
17953.32 15.22
17950.10 16.23
17946.88 17.28
17943.66 18.37
17940.44 19.49
17937.22 20.65
17934.00 21.84
17930.79 23.07
17927.57 24.33
17924.36 25.63
17921.15 26.95
17917.94 28.31
17914.73 29.69
17911.52 31.10
17908.31 32.54
17905.10 34.00
17901.90 35.48
17898.69 36.97
17895.49 38.49
17892.29 40.02
17889.09 41.56
17885.89 43.11
17882.69 44.66
17879.49 46.22
17876.30 47.78
17873.10 49.34
17869.91 50.90
17866.71 52.45
17863.52 54.00
17860.33 55.53
17857.14 57.06
17853.95 58.57
17850.77 60.06
17847.58 61.53
17844.40 62.99
17841.21 64.42
17838.03 65.83
17834.85 67.21
17831.67 68.57
17828.49 69.89
17825.31 71.18
17822.14 72.45
17818.96 73.67
17815.78 74.87
17812.61 76.03
17809.44 77.16
17806.27 78.25
17803.10 79.30
17799.93 80.31
17796.76 81.29
17793.59 82.23
17790.43 83.13
17787.26 84.00
17784.10 84.83
17780.94 85.62
17777.78 86.37
17774.62 87.09
17771.46 87.77
17768.30 88.42
17765.14 89.03
17761.99 89.61
17758.84 90.16
17755.68 90.67
17752.53 91.15
17749.38 91.60
17746.23 92.01
17743.08 92.40
17739.93 92.76
17736.79 93.10
17733.64 93.41
17730.50 93.69
17727.35 93.96
17724.21 94.19
17721.07 94.41
17717.93 94.61
17714.79 94.79
17711.65 94.95
17708.52 95.09
17705.38 95.22
17702.25 95.34
17699.12 95.44
17695.98 95.53
17692.85 95.61
17689.72 95.68
17686.59 95.75
17683.47 95.80
17680.34 95.86
17677.21 95.90
17674.09 95.94
17670.97 95.98
17667.84 96.02
17664.72 96.05
17661.60 96.08
17658.48 96.12
17655.37 96.15
17652.25 96.17
17649.14 96.20
17646.02 96.23
17642.91 96.26
17639.80 96.29
17636.68 96.31
17633.57 96.34
17630.47 96.36
17627.36 96.38
17624.25 96.41
17621.15 96.43
17618.04 96.45
17614.94 96.47
17611.84 96.49
17608.73 96.51
17605.63 96.52
17602.53 96.54
17599.44 96.55
17596.34 96.57
17593.24 96.58
17590.15 96.59
17587.06 96.60
17583.96 96.61
17580.87 96.62
17577.78 96.62
17574.69 96.63
17571.60 96.63
17568.52 96.63
17565.43 96.64
17562.35 96.64
17559.26 96.64
17556.18 96.64
17553.10 96.64
17550.02 96.63
17546.94 96.63
17543.86 96.63
17540.78 96.63
17537.71 96.63
17534.63 96.62
17531.56 96.62
17528.48 96.62
17525.41 96.62
17522.34 96.61
17519.27 96.61
17516.20 96.61
17513.13 96.61
17510.07 96.61
17507.00 96.60
17503.94 96.60
17500.88 96.60
17497.81 96.60
17494.75 96.60
17491.69 96.60
17488.63 96.60
17485.57 96.60
17482.52 96.60
17479.46 96.60
17476.41 96.60
17473.35 96.60
17470.30 96.61
17467.25 96.61
17464.20 96.61
17461.15 96.61
17458.10 96.61
17455.05 96.62
17452.01 96.62
17448.96 96.62
17445.92 96.62
17442.87 96.63
17439.83 96.63
17436.79 96.63
17433.75 96.63
17430.71 96.63
17427.68 96.64
17424.64 96.64
17421.60 96.64
17418.57 96.64
17415.53 96.64
17412.50 96.64
17409.47 96.64
17406.44 96.64
17403.41 96.64
17400.38 96.64
17397.36 96.64
17394.33 96.64
17391.30 96.64
17388.28 96.64
17385.26 96.63
17382.24 96.63
17379.21 96.63
17376.19 96.63
17373.18 96.63
17370.16 96.62
17367.14 96.62
17364.13 96.62
17361.11 96.62
17358.10 96.61
17355.09 96.61
17352.07 96.61
17349.06 96.61
17346.05 96.60
17343.05 96.60
17340.04 96.60
17337.03 96.60
17334.03 96.59
17331.02 96.59
17328.02 96.59
17325.02 96.59
17322.02 96.59
17319.02 96.58
17316.02 96.58
17313.02 96.58
17310.02 96.58
17307.03 96.57
17304.03 96.57
17301.04 96.57
17298.05 96.57
17295.05 96.56
17292.06 96.56
17289.07 96.56
17286.08 96.56
17283.10 96.55
17280.11 96.55
17277.13 96.55
17274.14 96.54
17271.16 96.54
17268.17 96.53
17265.19 96.53
17262.21 96.53
17259.23 96.52
17256.26 96.52
17253.28 96.51
17250.30 96.50
17247.33 96.50
17244.35 96.49
17241.38 96.49
17238.41 96.48
17235.44 96.47
17232.47 96.46
17229.50 96.45
17226.53 96.45
17223.56 96.44
17220.60 96.43
17217.63 96.42
17214.67 96.41
17211.70 96.40
17208.74 96.40
