505.85,3.401,2.747,3.157,3.229,2.669,3.218,2.565,2.754,3.958
505.9,3.497,2.808,3.236,3.313,2.725,3.285,2.605,2.805,4.065
505.95,3.598,2.869,3.319,3.401,2.783,3.357,2.646,2.856,4.179
506,3.703,2.934,3.407,3.494,2.844,3.432,2.689,2.911,4.298
506.05,3.815,3.001,3.499,3.589,2.91,3.511,2.736,2.969,4.427
506.1,3.931,3.075,3.595,3.69,2.977,3.595,2.783,3.029,4.558
506.15,4.05,3.151,3.696,3.796,3.047,3.68,2.832,3.09,4.695
506.2,4.176,3.23,3.801,3.908,3.122,3.773,2.885,3.159,4.839
506.25,4.309,3.313,3.911,4.025,3.198,3.87,2.94,3.229,4.988
506.3,4.446,3.4,4.027,4.144,3.281,3.972,2.998,3.302,5.148
506.35,4.59,3.493,4.149,4.272,3.368,4.082,3.058,3.378,5.316
506.4,4.742,3.587,4.276,4.408,3.458,4.195,3.122,3.458,5.492
506.45,4.901,3.69,4.408,4.549,3.552,4.314,3.188,3.542,5.675
506.5,5.064,3.796,4.549,4.697,3.651,4.439,3.258,3.632,5.87
506.55,5.238,3.908,4.694,4.851,3.755,4.568,3.329,3.723,6.071
506.6,5.418,4.024,4.848,5.014,3.865,4.706,3.407,3.822,6.284
506.65,5.609,4.146,5.009,5.182,3.979,4.851,3.49,3.923,6.503
506.7,5.806,4.274,5.177,5.36,4.1,5.002,3.575,4.03,6.735
506.75,6.01,4.41,5.351,5.544,4.227,5.162,3.667,4.144,6.975
506.8,6.226,4.55,5.537,5.734,4.358,5.33,3.76,4.262,7.228
506.85,6.445,4.695,5.73,5.934,4.495,5.502,3.857,4.387,7.489
506.9,6.677,4.849,5.927,6.143,4.637,5.685,3.96,4.517,7.761
506.95,6.92,5.009,6.136,6.361,4.79,5.878,4.07,4.654,8.047
507,7.172,5.174,6.352,6.587,4.947,6.078,4.184,4.797,8.344
507.05,7.431,5.35,6.583,6.821,5.112,6.288,4.301,4.947,8.652
507.1,7.703,5.531,6.821,7.068,5.284,6.508,4.427,5.101,8.968
507.15,7.986,5.722,7.066,7.326,5.464,6.737,4.559,5.264,9.3
507.2,8.278,5.92,7.324,7.593,5.652,6.976,4.694,5.435,9.645
507.25,8.585,6.128,7.594,7.87,5.847,7.227,4.837,5.615,10.007
507.3,8.9,6.343,7.874,8.157,6.052,7.486,4.987,5.801,10.379
507.35,9.232,6.566,8.163,8.458,6.264,7.758,5.144,5.995,10.767
507.4,9.57,6.802,8.464,8.768,6.482,8.041,5.309,6.2,11.169
507.45,9.924,7.043,8.778,9.091,6.711,8.337,5.479,6.413,11.589
507.5,10.294,7.295,9.103,9.425,6.95,8.646,5.658,6.636,12.021
507.55,10.678,7.558,9.444,9.778,7.202,8.966,5.846,6.865,12.474
507.6,11.073,7.832,9.795,10.144,7.462,9.299,6.041,7.106,12.941
507.65,11.487,8.116,10.159,10.519,7.732,9.65,6.248,7.356,13.426
507.7,11.914,8.411,10.539,10.91,8.014,10.011,6.464,7.616,13.93
507.75,12.355,8.716,10.933,11.313,8.308,10.388,6.691,7.889,14.449
507.8,12.814,9.035,11.343,11.734,8.615,10.78,6.923,8.171,14.99
507.85,13.292,9.367,11.765,12.172,8.934,11.183,7.169,8.469,15.552
507.9,13.785,9.709,12.204,12.627,9.264,11.606,7.423,8.778,16.132
507.95,14.293,10.066,12.66,13.098,9.605,12.044,7.689,9.097,16.733
508,14.822,10.437,13.129,13.585,9.962,12.498,7.971,9.431,17.354
508.05,15.372,10.822,13.618,14.09,10.332,12.97,8.263,9.776,17.99
508.1,15.942,11.221,14.124,14.609,10.713,13.46,8.563,10.136,18.646
508.15,16.53,11.635,14.651,15.149,11.111,13.968,8.879,10.512,19.325
508.2,17.142,12.064,15.196,15.71,11.526,14.494,9.206,10.901,20.023
508.25,17.775,12.512,15.755,16.295,11.955,15.041,9.546,11.302,20.747
508.3,18.431,12.978,16.339,16.896,12.398,15.605,9.898,11.72,21.501
508.35,19.11,13.458,16.945,17.519,12.86,16.191,10.268,12.155,22.275
508.4,19.809,13.954,17.57,18.161,13.338,16.797,10.649,12.607,23.071
508.45,20.534,14.473,18.221,18.828,13.835,17.422,11.044,13.074,23.891
508.5,21.277,15.007,18.89,19.516,14.348,18.065,11.455,13.557,24.731
508.55,22.052,15.562,19.58,20.23,14.88,18.736,11.877,14.058,25.6
508.6,22.853,16.136,20.297,20.97,15.433,19.431,12.328,14.583,26.488
508.65,23.677,16.737,21.042,21.735,16.003,20.148,12.788,15.12,27.399
508.7,24.529,17.355,21.806,22.519,16.594,20.885,13.266,15.677,28.343
508.75,25.409,17.993,22.598,23.328,17.21,21.648,13.766,16.258,29.312
508.8,26.317,18.658,23.416,24.164,17.845,22.437,14.281,16.858,30.301
508.85,27.254,19.345,24.261,25.029,18.503,23.248,14.815,17.477,31.313
508.9,28.209,20.055,25.133,25.922,19.188,24.088,15.369,18.115,32.352
508.95,29.198,20.786,26.027,26.836,19.893,24.95,15.942,18.779,33.42
509,30.208,21.542,26.945,27.773,20.624,25.841,16.536,19.463,34.512
509.05,31.244,22.33,27.901,28.735,21.382,26.753,17.159,20.18,35.625
509.1,32.3,23.135,28.876,29.727,22.169,27.695,17.801,20.917,36.76
509.15,33.389,23.972,29.874,30.74,22.978,28.658,18.465,21.674,37.912
509.2,34.496,24.834,30.894,31.784,23.811,29.646,19.15,22.453,39.082
509.25,35.634,25.716,31.943,32.852,24.672,30.658,19.861,23.257,40.277
509.3,36.794,26.628,33.011,33.945,25.558,31.694,20.592,24.097,41.498
509.35,37.97,27.567,34.111,35.056,26.468,32.748,21.344,24.953,42.726
509.4,39.162,28.528,35.231,36.188,27.396,33.821,22.119,25.832,43.97
509.45,40.379,29.512,36.368,37.338,28.362,34.924,22.922,26.736,45.23
509.5,41.612,30.524,37.527,38.518,29.347,36.04,23.75,27.666,46.498
509.55,42.859,31.569,38.712,39.716,30.354,37.181,24.597,28.622,47.778
509.6,44.124,32.623,39.909,40.933,31.393,38.35,25.471,29.594,49.069
509.65,45.401,33.705,41.121,42.165,32.454,39.532,26.37,30.603,50.374
509.7,46.687,34.818,42.354,43.41,33.536,40.732,27.295,31.635,51.683
509.75,47.974,35.948,43.599,44.678,34.639,41.954,28.241,32.684,52.991
509.8,49.266,37.094,44.859,45.947,35.764,43.19,29.211,33.759,54.303
509.85,50.572,38.257,46.132,47.238,36.913,44.441,30.206,34.854,55.615
509.9,51.894,39.449,47.417,48.529,38.081,45.695,31.223,35.971,56.923
509.95,53.207,40.656,48.714,49.837,39.27,46.97,32.269,37.12,58.228
510,54.535,41.884,50.024,51.149,40.479,48.248,33.339,38.289,59.535
510.05,55.852,43.134,51.332,52.461,41.701,49.544,34.433,39.474,60.832
510.1,57.175,44.4,52.658,53.778,42.943,50.848,35.548,40.674,62.114
510.15,58.492,45.668,53.975,55.104,44.211,52.159,36.694,41.895,63.402
510.2,59.802,46.951,55.292,56.429,45.494,53.471,37.852,43.13,64.67
510.25,61.102,48.247,56.624,57.753,46.786,54.787,39.037,44.392,65.933
510.3,62.407,49.554,57.944,59.073,48.088,56.111,40.236,45.665,67.175
510.35,63.695,50.862,59.268,60.388,49.403,57.423,41.464,46.948,68.401
510.4,64.961,52.196,60.579,61.688,50.714,58.731,42.703,48.247,69.617
510.45,66.212,53.531,61.89,62.987,52.039,60.042,43.962,49.561,70.798
510.5,67.456,54.854,63.177,64.267,53.375,61.349,45.238,50.877,71.97
510.55,68.677,56.187,64.455,65.533,54.723,62.642,46.523,52.203,73.12
510.6,69.888,57.521,65.726,66.785,56.052,63.925,47.824,53.534,74.24
510.65,71.068,58.858,66.975,68.028,57.39,65.198,49.135,54.866,75.337
510.7,72.215,60.19,68.205,69.25,58.72,66.469,50.461,56.212,76.401
510.75,73.338,61.51,69.424,70.45,60.054,67.717,51.79,57.549,77.451
510.8,74.44,62.81,70.605,71.623,61.375,68.947,53.125,58.885,78.471
510.85,75.514,64.101,71.777,72.771,62.688,70.163,54.462,60.219,79.456
510.9,76.553,65.382,72.92,73.897,63.989,71.352,55.8,61.543,80.412
510.95,77.574,66.658,74.049,74.997,65.271,72.525,57.141,62.868,81.32
511,78.56,67.918,75.139,76.057,66.545,73.674,58.488,64.183,82.216
511.05,79.512,69.148,76.196,77.103,67.79,74.797,59.827,65.475,83.069
511.1,80.424,70.36,77.242,78.116,69.019,75.897,61.154,66.753,83.897
511.15,81.308,71.548,78.227,79.095,70.232,76.971,62.473,68.019,84.685
511.2,82.166,72.702,79.202,80.046,71.431,78.006,63.783,69.275,85.435
511.25,82.979,73.834,80.141,80.951,72.595,79.013,65.076,70.486,86.166
511.3,83.762,74.937,81.049,81.831,73.73,79.99,66.365,71.687,86.853
511.35,84.515,76.018,81.926,82.683,74.82,80.93,67.635,72.868,87.503
511.4,85.22,77.066,82.762,83.499,75.902,81.836,68.889,74.017,88.126
511.45,85.905,78.084,83.569,84.274,76.944,82.709,70.119,75.136,88.713
511.5,86.554,79.057,84.338,85.011,77.962,83.54,71.326,76.208,89.268
511.55,87.175,80.006,85.074,85.718,78.937,84.341,72.51,77.267,89.786
511.6,87.752,80.925,85.785,86.394,79.88,85.112,73.66,78.299,90.274
511.65,88.301,81.81,86.452,87.042,80.791,85.843,74.785,79.295,90.73
511.7,88.829,82.652,87.08,87.656,81.667,86.545,75.89,80.264,91.161
511.75,89.31,83.461,87.68,88.225,82.5,87.202,76.959,81.192,91.565
511.8,89.774,84.244,88.26,88.774,83.304,87.834,77.992,82.08,91.951
511.85,90.208,84.988,88.792,89.279,84.088,88.42,79.002,82.941,92.3
511.9,90.61,85.692,89.299,89.76,84.828,88.98,79.982,83.766,92.625
511.95,90.988,86.363,89.79,90.21,85.538,89.499,80.923,84.555,92.929
512,91.345,87.006,90.234,90.628,86.208,89.999,81.83,85.31,93.21
512.05,91.676,87.602,90.66,91.04,86.85,90.456,82.707,86.043,93.462
512.1,91.988,88.187,91.058,91.429,87.448,90.886,83.534,86.732,93.697
512.15,92.287,88.739,91.418,91.786,88.037,91.292,84.341,87.379,93.921
512.2,92.566,89.25,91.766,92.113,88.582,91.669,85.107,88.005,94.135
512.25,92.822,89.737,92.084,92.418,89.101,92.024,85.84,88.602,94.322
512.3,93.063,90.195,92.392,92.705,89.583,92.366,86.533,89.18,94.499
512.35,93.288,90.625,92.676,92.963,90.045,92.671,87.198,89.705,94.669
512.4,93.507,91.026,92.934,93.211,90.479,92.964,87.839,90.198,94.82
512.45,93.706,91.397,93.181,93.436,90.88,93.227,88.437,90.663,94.969
512.5,93.884,91.745,93.411,93.652,91.264,93.459,89.001,91.093,95.096
512.55,94.067,92.075,93.626,93.855,91.634,93.683,89.532,91.495,95.221
512.6,94.218,92.38,93.81,94.049,91.963,93.886,90.027,91.876,95.322
512.65,94.376,92.667,93.993,94.228,92.273,94.081,90.485,92.23,95.427
512.7,94.519,92.943,94.15,94.383,92.564,94.252,90.93,92.561,95.522
512.75,94.658,93.187,94.298,94.533,92.828,94.421,91.342,92.87,95.612
512.8,94.785,93.419,94.447,94.693,93.079,94.571,91.728,93.15,95.694
512.85,94.907,93.637,94.579,94.821,93.297,94.719,92.084,93.41,95.773
512.9,95.026,93.834,94.714,94.93,93.518,94.855,92.419,93.652,95.854
512.95,95.122,94.009,94.846,95.029,93.713,94.978,92.717,93.886,95.908
513,95.232,94.193,94.957,95.14,93.906,95.09,92.995,94.104,95.958
513.05,95.332,94.337,95.064,95.235,94.072,95.187,93.262,94.298,96.01
513.1,95.418,94.487,95.164,95.329,94.232,95.274,93.513,94.463,96.068
513.15,95.497,94.621,95.248,95.419,94.376,95.364,93.736,94.626,96.117
513.2,95.566,94.756,95.337,95.505,94.521,95.427,93.93,94.775,96.165
513.25,95.642,94.879,95.418,95.587,94.652,95.493,94.13,94.913,96.216
513.3,95.723,95.006,95.496,95.66,94.777,95.576,94.299,95.042,96.257
513.35,95.79,95.11,95.564,95.729,94.89,95.648,94.472,95.164,96.297
513.4,95.86,95.207,95.639,95.787,94.997,95.72,94.638,95.274,96.333
513.45,95.912,95.308,95.724,95.865,95.1,95.772,94.775,95.384,96.364
513.5,95.973,95.398,95.795,95.938,95.203,95.834,94.899,95.483,96.391
513.55,96.027,95.49,95.862,95.996,95.3,95.9,95.012,95.576,96.428
513.6,96.075,95.569,95.932,96.042,95.393,95.958,95.125,95.659,96.458
513.65,96.127,95.657,95.988,96.083,95.488,96.008,95.224,95.734,96.49
513.7,96.179,95.744,96.036,96.141,95.563,96.039,95.32,95.802,96.516
513.75,96.233,95.822,96.094,96.193,95.65,96.083,95.424,95.865,96.545
513.8,96.28,95.888,96.141,96.237,95.731,96.126,95.511,95.924,96.57
513.85,96.313,95.966,96.184,96.278,95.804,96.169,95.578,95.978,96.597
513.9,96.358,96.027,96.227,96.326,95.877,96.207,95.638,96.043,96.622
513.95,96.41,96.098,96.283,96.368,95.941,96.236,95.709,96.104,96.645
514,96.452,96.164,96.333,96.411,96.01,96.277,95.784,96.147,96.661
514.05,96.483,96.227,96.364,96.446,96.071,96.313,95.839,96.193,96.661
514.1,96.506,96.274,96.408,96.471,96.136,96.33,95.906,96.234,96.677
514.15,96.527,96.324,96.442,96.515,96.187,96.364,95.955,96.288,96.689
514.2,96.558,96.367,96.469,96.542,96.245,96.385,95.992,96.332,96.703
514.25,96.587,96.413,96.489,96.561,96.291,96.419,96.045,96.358,96.718
514.3,96.609,96.463,96.509,96.571,96.332,96.445,96.092,96.404,96.732
514.35,96.629,96.507,96.526,96.593,96.373,96.457,96.129,96.422,96.739
514.4,96.651,96.538,96.539,96.606,96.414,96.466,96.172,96.449,96.744
514.45,96.671,96.565,96.565,96.632,96.452,96.472,96.213,96.474,96.751
514.5,96.677,96.576,96.588,96.651,96.494,96.501,96.243,96.497,96.756
514.55,96.696,96.605,96.611,96.672,96.518,96.51,96.277,96.53,96.767
514.6,96.712,96.626,96.631,96.693,96.529,96.524,96.313,96.558,96.774
514.65,96.739,96.651,96.652,96.716,96.559,96.541,96.355,96.581,96.773
514.7,96.744,96.68,96.667,96.721,96.582,96.558,96.393,96.599,96.771
514.75,96.739,96.687,96.674,96.738,96.608,96.577,96.417,96.602,96.777
514.8,96.75,96.701,96.672,96.751,96.629,96.6,96.449,96.62,96.777
514.85,96.75,96.713,96.686,96.765,96.652,96.613,96.475,96.648,96.79
514.9,96.758,96.725,96.693,96.785,96.66,96.632,96.5,96.669,96.802
514.95,96.765,96.735,96.709,96.79,96.678,96.635,96.516,96.672,96.811
515,96.777,96.754,96.727,96.799,96.689,96.643,96.539,96.683,96.817
515.05,96.793,96.759,96.725,96.806,96.693,96.655,96.558,96.709,96.828
515.1,96.808,96.756,96.748,96.814,96.707,96.658,96.576,96.716,96.831
515.15,96.808,96.759,96.748,96.822,96.712,96.674,96.605,96.733,96.844
515.2,96.822,96.777,96.756,96.837,96.715,96.675,96.617,96.742,96.863
515.25,96.828,96.786,96.758,96.843,96.715,96.692,96.64,96.773,96.869
515.3,96.844,96.811,96.768,96.854,96.733,96.695,96.651,96.791,96.878
515.35,96.852,96.806,96.759,96.86,96.747,96.693,96.661,96.786,96.889
515.4,96.854,96.809,96.77,96.864,96.764,96.707,96.671,96.791,96.899
515.45,96.854,96.822,96.777,96.872,96.768,96.707,96.677,96.794,96.928
515.5,96.873,96.817,96.78,96.893,96.779,96.7,96.683,96.794,96.951
515.55,96.881,96.837,96.777,96.912,96.793,96.707,96.684,96.803,96.962
515.6,96.884,96.846,96.8,96.921,96.783,96.709,96.68,96.815,96.983
515.65,96.921,96.854,96.808,96.938,96.777,96.718,96.677,96.815,97.008
515.7,96.942,96.855,96.811,96.939,96.786,96.729,96.669,96.815,97.021
515.75,96.957,96.863,96.826,96.948,96.793,96.732,96.674,96.823,97.047
515.8,96.988,96.867,96.838,96.968,96.791,96.753,96.683,96.837,97.07
515.85,97.003,96.878,96.857,96.986,96.797,96.761,96.689,96.837,97.096
515.9,97.017,96.895,96.875,97.015,96.808,96.777,96.695,96.829,97.127
515.95,97.052,96.906,96.902,97.035,96.82,96.783,96.686,96.825,97.15
516,97.069,96.915,96.925,97.047,96.826,96.805,96.683,96.834,97.162
516.05,97.105,96.927,96.948,97.075,96.846,96.817,96.686,96.817,97.189
516.1,97.128,96.933,96.971,97.092,96.869,96.843,96.704,96.837,97.218
516.15,97.154,96.948,97,97.112,96.878,96.867,96.7,96.855,97.253
516.2,97.183,96.967,97.026,97.125,96.892,96.878,96.703,96.861,97.285
516.25,97.211,96.977,97.05,97.159,96.907,96.907,96.718,96.883,97.305
516.3,97.237,97.003,97.076,97.189,96.925,96.931,96.73,96.899,97.334
516.35,97.263,97.008,97.099,97.211,96.942,96.953,96.736,96.921,97.368
516.4,97.305,97.018,97.122,97.226,96.962,96.976,96.756,96.935,97.401
516.45,97.336,97.043,97.16,97.246,96.992,97.009,96.768,96.947,97.433
516.5,97.366,97.075,97.188,97.289,97.011,97.041,96.786,96.976,97.476
516.55,97.394,97.095,97.217,97.325,97.035,97.076,96.803,96.994,97.516
516.6,97.408,97.119,97.252,97.363,97.072,97.108,96.811,97.008,97.549
516.65,97.44,97.147,97.287,97.389,97.104,97.131,96.831,97.031,97.578
516.7,97.458,97.168,97.31,97.408,97.13,97.16,96.854,97.058,97.604
516.75,97.479,97.203,97.348,97.45,97.168,97.205,96.889,97.09,97.626
516.8,97.508,97.234,97.371,97.482,97.206,97.243,96.915,97.118,97.661
516.85,97.531,97.263,97.417,97.514,97.24,97.289,96.936,97.153,97.694
516.9,97.557,97.292,97.441,97.54,97.26,97.319,96.954,97.171,97.734
516.95,97.58,97.342,97.482,97.575,97.29,97.356,96.98,97.195,97.769
517,97.607,97.371,97.507,97.615,97.334,97.401,97.005,97.227,97.809
517.05,97.636,97.404,97.533,97.643,97.375,97.438,97.035,97.264,97.849
517.1,97.675,97.438,97.568,97.662,97.403,97.479,97.07,97.292,97.862
517.15,97.71,97.472,97.62,97.688,97.43,97.516,97.115,97.314,97.893
517.2,97.729,97.507,97.643,97.708,97.467,97.565,97.141,97.348,97.908
517.25,97.748,97.534,97.664,97.742,97.51,97.591,97.185,97.394,97.923
517.3,97.769,97.559,97.705,97.768,97.549,97.626,97.218,97.426,97.94
517.35,97.784,97.604,97.729,97.777,97.592,97.668,97.253,97.458,97.948
517.4,97.806,97.639,97.752,97.792,97.617,97.69,97.299,97.487,97.958
517.45,97.815,97.665,97.762,97.809,97.653,97.734,97.343,97.516,97.971
