19998.00 0.25
19996.00 0.26
19994.00 0.26
19992.00 0.27
19990.00 0.27
19988.01 0.28
19986.01 0.29
19984.01 0.29
19982.02 0.30
19980.02 0.31
19978.02 0.32
19976.03 0.33
19974.03 0.33
19972.04 0.34
19970.04 0.35
19968.05 0.36
19966.06 0.37
19964.06 0.38
19962.07 0.39
19960.08 0.40
19958.09 0.41
19956.10 0.42
19954.11 0.43
19952.11 0.45
19950.12 0.46
19948.13 0.47
19946.15 0.48
19944.16 0.50
19942.17 0.51
19940.18 0.52
19938.19 0.54
19936.20 0.55
19934.22 0.57
19932.23 0.58
19930.24 0.60
19928.26 0.62
19926.27 0.63
19924.29 0.65
19922.30 0.67
19920.32 0.69
19918.33 0.71
19916.35 0.73
19914.37 0.75
19912.39 0.77
19910.40 0.79
19908.42 0.81
19906.44 0.83
19904.46 0.85
19902.48 0.87
19900.50 0.89
19898.52 0.92
19896.54 0.94
19894.56 0.96
19892.58 0.99
19890.60 1.01
19888.62 1.04
19886.65 1.06
19884.67 1.08
19882.69 1.11
19880.72 1.13
19878.74 1.16
19876.76 1.18
19874.79 1.21
19872.81 1.23
19870.84 1.26
19868.87 1.28
19866.89 1.31
19864.92 1.34
19862.95 1.36
19860.97 1.39
19859.00 1.41
19857.03 1.44
19855.06 1.46
19853.09 1.49
19851.12 1.52
19849.15 1.54
19847.18 1.57
19845.21 1.59
19843.24 1.62
19841.27 1.64
19839.30 1.67
19837.33 1.70
19835.37 1.72
19833.40 1.75
19831.43 1.77
19829.47 1.80
19827.50 1.82
19825.54 1.85
19823.57 1.88
19821.61 1.90
19819.64 1.93
19817.68 1.96
19815.71 1.99
19813.75 2.01
19811.79 2.04
19809.83 2.07
19807.86 2.10
19805.90 2.13
19803.94 2.17
19801.98 2.20
19800.02 2.23
19798.06 2.27
19796.10 2.30
19794.14 2.34
19792.18 2.38
19790.22 2.42
19788.27 2.46
19786.31 2.50
19784.35 2.55
19782.39 2.60
19780.44 2.65
19778.48 2.70
19776.53 2.75
19774.57 2.81
19772.61 2.87
19770.66 2.93
19768.71 3.00
19766.75 3.07
19764.80 3.14
19762.85 3.21
19760.89 3.29
19758.94 3.38
19756.99 3.46
19755.04 3.56
19753.09 3.65
19751.14 3.75
19749.19 3.86
19747.24 3.97
19745.29 4.09
19743.34 4.21
19741.39 4.33
19739.44 4.47
19737.49 4.61
19735.54 4.76
19733.60 4.91
19731.65 5.07
19729.70 5.24
19727.76 5.41
19725.81 5.59
19723.87 5.78
19721.92 5.98
19719.98 6.19
19718.03 6.41
19716.09 6.63
19714.14 6.87
19712.20 7.11
19710.26 7.37
19708.32 7.63
19706.38 7.91
19704.43 8.20
19702.49 8.50
19700.55 8.81
19698.61 9.13
19696.67 9.47
19694.73 9.81
19692.79 10.18
19690.85 10.55
19688.92 10.95
19686.98 11.35
19685.04 11.77
19683.10 12.21
19681.17 12.66
19679.23 13.13
19677.29 13.62
19675.36 14.13
19673.42 14.65
19671.49 15.19
19669.55 15.75
19667.62 16.34
19665.68 16.94
19663.75 17.56
19661.82 18.21
19659.88 18.88
19657.95 19.56
19656.02 20.28
19654.09 21.02
19652.16 21.78
19650.23 22.57
19648.30 23.38
19646.37 24.21
19644.44 25.07
19642.51 25.96
19640.58 26.87
19638.65 27.80
19636.72 28.76
19634.79 29.75
19632.87 30.75
19630.94 31.78
19629.01 32.83
19627.09 33.90
19625.16 35.00
19623.23 36.11
19621.31 37.25
19619.38 38.40
19617.46 39.58
19615.54 40.76
19613.61 41.97
19611.69 43.18
19609.77 44.42
19607.84 45.67
19605.92 46.92
19604.00 48.19
19602.08 49.47
19600.16 50.76
19598.24 52.05
19596.32 53.34
19594.40 54.64
19592.48 55.94
19590.56 57.24
19588.64 58.53
19586.72 59.82
19584.80 61.10
19582.88 62.38
19580.97 63.64
19579.05 64.90
19577.13 66.13
19575.22 67.35
19573.30 68.56
19571.39 69.75
19569.47 70.91
19567.56 72.05
19565.64 73.17
19563.73 74.26
19561.82 75.33
19559.90 76.37
19557.99 77.38
19556.08 78.36
19554.17 79.31
19552.25 80.23
19550.34 81.11
19548.43 81.97
19546.52 82.79
19544.61 83.57
19542.70 84.33
19540.79 85.05
19538.88 85.74
19536.97 86.40
19535.07 87.02
19533.16 87.62
19531.25 88.18
19529.34 88.71
19527.44 89.22
19525.53 89.70
19523.62 90.15
19521.72 90.58
19519.81 90.98
19517.91 91.35
19516.00 91.71
19514.10 92.04
19512.20 92.35
19510.29 92.64
19508.39 92.90
19506.49 93.16
19504.58 93.39
19502.68 93.61
19500.78 93.82
19498.88 94.01
19496.98 94.19
19495.08 94.34
19493.18 94.50
19491.28 94.64
19489.38 94.77
19487.48 94.89
19485.58 95.01
19483.68 95.11
19481.78 95.22
19479.89 95.31
19477.99 95.41
19476.09 95.49
19474.20 95.58
19472.30 95.66
19470.40 95.73
19468.51 95.80
19466.61 95.86
19464.72 95.93
19462.83 95.99
19460.93 96.04
19459.04 96.09
19457.15 96.15
19455.25 96.20
