340,0.003,-0.104,-0.015,-0.066,-0.003,-0.006,-0.121
340.05,-0.012,-0.099,-0.024,-0.058,-0.011,-0.027,-0.128
340.1,-0.034,-0.085,-0.052,-0.046,-0.038,-0.046,-0.104
340.15,-0.049,-0.07,-0.038,-0.046,-0.063,-0.079,-0.111
340.2,-0.056,-0.069,-0.055,-0.053,-0.072,-0.087,-0.128
340.25,-0.078,-0.058,-0.058,-0.031,-0.058,-0.079,-0.105
340.3,-0.072,-0.026,-0.064,-0.027,-0.075,-0.101,-0.104
340.35,-0.098,-0.018,-0.072,-0.037,-0.067,-0.079,-0.079
340.4,-0.082,-0.04,-0.04,-0.04,-0.078,-0.063,-0.075
340.45,-0.092,-0.047,-0.056,-0.063,-0.09,-0.072,-0.064
340.5,-0.078,-0.069,-0.038,-0.055,-0.069,-0.076,-0.092
340.55,-0.053,-0.067,-0.063,-0.064,-0.064,-0.035,-0.101
340.6,-0.099,-0.066,-0.064,-0.056,-0.061,-0.041,-0.096
340.65,-0.069,-0.064,-0.024,-0.087,-0.093,-0.024,-0.096
340.7,-0.116,-0.067,-0.023,-0.096,-0.095,-0.003,-0.085
340.75,-0.104,-0.061,-0.034,-0.089,-0.108,-0.023,-0.096
340.8,-0.127,-0.05,-0.055,-0.085,-0.14,-0.014,-0.087
340.85,-0.125,-0.032,-0.017,-0.079,-0.133,0.012,-0.09
340.9,-0.134,-0.015,-0.003,-0.099,-0.139,0.008,-0.11
340.95,-0.165,-0.038,0,-0.108,-0.134,-0.024,-0.092
341,-0.116,-0.032,-0.009,-0.101,-0.127,-0.04,-0.052
341.05,-0.136,-0.041,-0.041,-0.093,-0.114,-0.063,-0.061
341.1,-0.127,-0.056,-0.06,-0.092,-0.087,-0.07,-0.072
341.15,-0.113,-0.092,-0.029,-0.102,-0.078,-0.084,-0.073
341.2,-0.107,-0.079,-0.011,-0.082,-0.041,-0.087,-0.075
341.25,-0.092,-0.087,-0.034,-0.072,-0.02,-0.114,-0.09
341.3,-0.069,-0.09,-0.053,-0.089,-0.015,-0.095,-0.063
341.35,-0.081,-0.079,-0.056,-0.078,-0.006,-0.075,-0.041
341.4,-0.07,-0.081,-0.029,-0.079,0,-0.069,-0.069
341.45,-0.084,-0.056,-0.047,-0.089,0,-0.072,-0.082
341.5,-0.07,-0.053,-0.053,-0.092,-0.008,-0.067,-0.055
341.55,-0.09,-0.037,-0.076,-0.089,-0.006,-0.044,-0.044
341.6,-0.076,-0.043,-0.076,-0.104,-0.04,-0.052,-0.034
341.65,-0.099,-0.029,-0.085,-0.116,-0.05,-0.032,-0.018
341.7,-0.127,-0.04,-0.096,-0.102,-0.038,-0.063,-0.026
341.75,-0.096,-0.029,-0.096,-0.09,-0.024,-0.072,-0.055
341.8,-0.105,-0.015,-0.108,-0.099,-0.018,-0.075,-0.046
341.85,-0.099,-0.038,-0.095,-0.069,-0.011,-0.064,-0.026
