21642.68 -0.00
21640.34 -0.00
21638.00 -0.00
21635.66 -0.00
21633.32 -0.00
21630.98 -0.00
21628.64 -0.00
21626.30 -0.00
21623.96 -0.00
21621.62 -0.00
21619.28 -0.00
21616.95 -0.00
21614.61 -0.00
21612.28 -0.00
21609.94 -0.00
21607.61 -0.00
21605.27 -0.00
21602.94 -0.00
21600.60 -0.00
21598.27 -0.00
21595.94 -0.00
21593.61 -0.00
21591.28 -0.00
21588.95 -0.00
21586.62 -0.00
21584.29 -0.00
21581.96 -0.00
21579.63 -0.00
21577.30 -0.00
21574.97 -0.00
21572.65 -0.00
21570.32 -0.00
21567.99 -0.00
21565.67 -0.00
21563.34 -0.00
21561.02 -0.00
21558.69 -0.00
21556.37 -0.00
21554.05 -0.00
21551.72 -0.00
21549.40 -0.00
21547.08 -0.00
21544.76 -0.00
21542.44 -0.00
21540.12 -0.00
21537.80 -0.00
21535.48 -0.00
21533.16 -0.00
21530.84 -0.00
21528.53 -0.00
21526.21 -0.00
21523.89 -0.00
21521.58 -0.00
21519.26 -0.00
21516.94 -0.00
21514.63 -0.00
21512.32 -0.00
21510.00 -0.00
21507.69 -0.00
21505.38 -0.00
21503.06 -0.00
21500.75 -0.00
21498.44 -0.00
21496.13 -0.00
21493.82 -0.00
21491.51 -0.00
21489.20 -0.00
21486.89 0.00
21484.58 0.00
21482.28 0.00
21479.97 0.00
21477.66 0.00
21475.36 0.00
21473.05 0.00
21470.75 0.00
21468.44 0.00
21466.14 0.00
21463.83 0.00
21461.53 0.00
21459.23 0.00
21456.93 0.00
21454.62 0.00
21452.32 0.00
21450.02 0.00
21447.72 0.00
21445.42 0.00
21443.12 0.00
21440.82 0.00
21438.53 0.00
21436.23 0.00
21433.93 0.00
21431.63 0.00
21429.34 0.00
21427.04 0.00
21424.75 0.01
21422.45 0.01
21420.16 0.01
21417.86 0.01
21415.57 0.01
21413.28 0.01
21410.98 0.01
21408.69 0.01
21406.40 0.01
21404.11 0.01
21401.82 0.01
21399.53 0.01
21397.24 0.01
21394.95 0.01
21392.66 0.01
21390.37 0.01
21388.09 0.01
21385.80 0.01
21383.51 0.01
21381.23 0.01
21378.94 0.01
21376.66 0.01
21374.37 0.01
21372.09 0.01
21369.80 0.02
21367.52 0.02
21365.24 0.02
21362.96 0.02
21360.67 0.02
21358.39 0.02
21356.11 0.02
21353.83 0.02
21351.55 0.02
21349.27 0.02
21347.00 0.02
21344.72 0.02
21342.44 0.02
21340.16 0.03
21337.89 0.03
21335.61 0.03
21333.33 0.03
21331.06 0.03
21328.78 0.03
21326.51 0.03
21324.23 0.03
21321.96 0.03
21319.69 0.03
21317.42 0.04
21315.14 0.04
21312.87 0.04
21310.60 0.04
21308.33 0.04
21306.06 0.04
21303.79 0.04
21301.52 0.04
21299.25 0.05
21296.99 0.05
21294.72 0.05
21292.45 0.05
21290.19 0.05
21287.92 0.05
21285.65 0.06
21283.39 0.06
21281.12 0.06
21278.86 0.06
21276.60 0.06
21274.33 0.07
21272.07 0.07
21269.81 0.07
21267.55 0.07
21265.28 0.07
21263.02 0.08
21260.76 0.08
21258.50 0.08
21256.24 0.08
21253.99 0.09
21251.73 0.09
21249.47 0.09
21247.21 0.09
21244.95 0.10
21242.70 0.10
21240.44 0.10
21238.19 0.10
21235.93 0.11
21233.68 0.11
21231.42 0.11
21229.17 0.12
21226.92 0.12
21224.66 0.12
21222.41 0.13
21220.16 0.13
21217.91 0.14
21215.66 0.14
21213.41 0.14
21211.16 0.15
21208.91 0.15
21206.66 0.16
21204.41 0.16
21202.16 0.17
21199.92 0.17
21197.67 0.17
21195.42 0.18
21193.18 0.19
21190.93 0.19
21188.69 0.20
21186.44 0.20
21184.20 0.21
21181.95 0.21
21179.71 0.22
21177.47 0.23
21175.22 0.23
21172.98 0.24
21170.74 0.25
21168.50 0.25
21166.26 0.26
21164.02 0.27
21161.78 0.28
21159.54 0.28
21157.30 0.29
21155.07 0.30
21152.83 0.31
21150.59 0.32
21148.36 0.33
21146.12 0.35
21143.88 0.36
21141.65 0.38
21139.41 0.39
21137.18 0.41
21134.95 0.43
21132.71 0.45
21130.48 0.47
21128.25 0.50
21126.02 0.52
21123.79 0.55
21121.55 0.59
21119.32 0.62
21117.09 0.66
21114.86 0.70
21112.64 0.75
21110.41 0.79
21108.18 0.85
21105.95 0.90
21103.72 0.96
21101.50 1.03
21099.27 1.10
21097.05 1.17
21094.82 1.26
21092.60 1.34
21090.37 1.43
21088.15 1.53
21085.93 1.64
21083.70 1.75
21081.48 1.87
21079.26 1.99
21077.04 2.12
21074.82 2.26
21072.60 2.41
21070.38 2.56
21068.16 2.73
21065.94 2.90
21063.72 3.07
21061.50 3.26
21059.28 3.45
21057.06 3.66
21054.85 3.87
21052.63 4.09
21050.42 4.31
21048.20 4.55
21045.99 4.80
21043.77 5.05
21041.56 5.32
21039.34 5.59
21037.13 5.87
21034.92 6.16
21032.71 6.47
21030.49 6.78
21028.28 7.10
21026.07 7.43
21023.86 7.77
21021.65 8.12
21019.44 8.48
21017.23 8.84
21015.03 9.22
21012.82 9.61
21010.61 10.00
21008.40 10.41
21006.20 10.83
21003.99 11.25
21001.79 11.69
20999.58 12.13
20997.38 12.59
20995.17 13.05
20992.97 13.52
20990.76 14.00
20988.56 14.50
